,EMPLOYER_NAME,JOB_TITLE,YEAR,STATE,cer_COUNT,non_COUNT
8729,ERNST & YOUNG U.S. LLP,OTHER,2013,NORTH CAROLINA,35,0
8730,ERNST & YOUNG U.S. LLP,OTHER,2013,OHIO,69,0
8731,ERNST & YOUNG U.S. LLP,OTHER,2013,OKLAHOMA,6,0
8732,ERNST & YOUNG U.S. LLP,OTHER,2013,OREGON,1,0
8733,ERNST & YOUNG U.S. LLP,OTHER,2013,PENNSYLVANIA,53,0
8734,ERNST & YOUNG U.S. LLP,OTHER,2013,RHODE ISLAND,12,0
8735,ERNST & YOUNG U.S. LLP,OTHER,2013,SOUTH CAROLINA,1,0
8736,ERNST & YOUNG U.S. LLP,OTHER,2013,SOUTH DAKOTA,1,0
8737,ERNST & YOUNG U.S. LLP,OTHER,2013,TENNESSEE,7,0
8738,ERNST & YOUNG U.S. LLP,OTHER,2013,TEXAS,147,2
8739,ERNST & YOUNG U.S. LLP,OTHER,2013,UTAH,3,0
8740,ERNST & YOUNG U.S. LLP,OTHER,2013,VIRGINIA,63,2
8741,ERNST & YOUNG U.S. LLP,OTHER,2013,WASHINGTON,13,0
8742,ERNST & YOUNG U.S. LLP,OTHER,2013,WEST VIRGINIA,4,0
8743,ERNST & YOUNG U.S. LLP,OTHER,2013,WISCONSIN,9,0
8744,ERNST & YOUNG U.S. LLP,OTHER,2014,ALABAMA,3,0
8745,ERNST & YOUNG U.S. LLP,OTHER,2014,ARIZONA,12,1
8746,ERNST & YOUNG U.S. LLP,OTHER,2014,ARKANSAS,2,0
8747,ERNST & YOUNG U.S. LLP,OTHER,2014,CALIFORNIA,366,32
8748,ERNST & YOUNG U.S. LLP,OTHER,2014,COLORADO,3,1
8749,ERNST & YOUNG U.S. LLP,OTHER,2014,CONNECTICUT,204,2
8750,ERNST & YOUNG U.S. LLP,OTHER,2014,DELAWARE,21,0
8751,ERNST & YOUNG U.S. LLP,OTHER,2014,DISTRICT OF COLUMBIA,35,3
8752,ERNST & YOUNG U.S. LLP,OTHER,2014,FLORIDA,443,4
8753,ERNST & YOUNG U.S. LLP,OTHER,2014,GEORGIA,117,0
8754,ERNST & YOUNG U.S. LLP,OTHER,2014,HAWAII,4,0
8755,ERNST & YOUNG U.S. LLP,OTHER,2014,IDAHO,1,0
8756,ERNST & YOUNG U.S. LLP,OTHER,2014,ILLINOIS,251,23
8757,ERNST & YOUNG U.S. LLP,OTHER,2014,INDIANA,10,0
8758,ERNST & YOUNG U.S. LLP,OTHER,2014,IOWA,7,0
8759,ERNST & YOUNG U.S. LLP,OTHER,2014,KANSAS,1,0
8760,ERNST & YOUNG U.S. LLP,OTHER,2014,KENTUCKY,2,0
8761,ERNST & YOUNG U.S. LLP,OTHER,2014,LOUISIANA,13,2
8762,ERNST & YOUNG U.S. LLP,OTHER,2014,MAINE,1,0
8763,ERNST & YOUNG U.S. LLP,OTHER,2014,MARYLAND,11,0
8764,ERNST & YOUNG U.S. LLP,OTHER,2014,MASSACHUSETTS,183,22
8765,ERNST & YOUNG U.S. LLP,OTHER,2014,MICHIGAN,35,1
8766,ERNST & YOUNG U.S. LLP,OTHER,2014,MINNESOTA,50,2
8767,ERNST & YOUNG U.S. LLP,OTHER,2014,MISSOURI,25,0
8768,ERNST & YOUNG U.S. LLP,OTHER,2014,NEBRASKA,1,0
8769,ERNST & YOUNG U.S. LLP,OTHER,2014,NEVADA,3,0
8770,ERNST & YOUNG U.S. LLP,OTHER,2014,NEW HAMPSHIRE,1,0
8771,ERNST & YOUNG U.S. LLP,OTHER,2014,NEW JERSEY,116,2
8772,ERNST & YOUNG U.S. LLP,OTHER,2014,NEW YORK,859,55
8773,ERNST & YOUNG U.S. LLP,OTHER,2014,NORTH CAROLINA,70,2
8774,ERNST & YOUNG U.S. LLP,OTHER,2014,OHIO,101,0
8775,ERNST & YOUNG U.S. LLP,OTHER,2014,OKLAHOMA,9,0
8776,ERNST & YOUNG U.S. LLP,OTHER,2014,OREGON,5,0
8777,ERNST & YOUNG U.S. LLP,OTHER,2014,PENNSYLVANIA,65,1
8778,ERNST & YOUNG U.S. LLP,OTHER,2014,RHODE ISLAND,6,0
8779,ERNST & YOUNG U.S. LLP,OTHER,2014,TENNESSEE,19,0
8780,ERNST & YOUNG U.S. LLP,OTHER,2014,TEXAS,315,22
8781,ERNST & YOUNG U.S. LLP,OTHER,2014,UTAH,4,0
8782,ERNST & YOUNG U.S. LLP,OTHER,2014,VIRGINIA,104,1
8783,ERNST & YOUNG U.S. LLP,OTHER,2014,WASHINGTON,29,0
8784,ERNST & YOUNG U.S. LLP,OTHER,2014,WEST VIRGINIA,1,0
8785,ERNST & YOUNG U.S. LLP,OTHER,2014,WISCONSIN,9,0
8786,ERNST & YOUNG U.S. LLP,OTHER,2015,ALABAMA,18,0
8787,ERNST & YOUNG U.S. LLP,OTHER,2015,ARIZONA,12,0
8788,ERNST & YOUNG U.S. LLP,OTHER,2015,ARKANSAS,6,0
8789,ERNST & YOUNG U.S. LLP,OTHER,2015,CALIFORNIA,487,7
8790,ERNST & YOUNG U.S. LLP,OTHER,2015,COLORADO,1,0
8791,ERNST & YOUNG U.S. LLP,OTHER,2015,CONNECTICUT,108,1
8792,ERNST & YOUNG U.S. LLP,OTHER,2015,DELAWARE,13,0
8793,ERNST & YOUNG U.S. LLP,OTHER,2015,DISTRICT OF COLUMBIA,34,0
8794,ERNST & YOUNG U.S. LLP,OTHER,2015,FLORIDA,339,1
8795,ERNST & YOUNG U.S. LLP,OTHER,2015,GEORGIA,144,0
8796,ERNST & YOUNG U.S. LLP,OTHER,2015,ILLINOIS,308,1
8797,ERNST & YOUNG U.S. LLP,OTHER,2015,INDIANA,24,0
8798,ERNST & YOUNG U.S. LLP,OTHER,2015,IOWA,12,0
8799,ERNST & YOUNG U.S. LLP,OTHER,2015,KANSAS,2,0
8800,ERNST & YOUNG U.S. LLP,OTHER,2015,KENTUCKY,1,0
8801,ERNST & YOUNG U.S. LLP,OTHER,2015,LOUISIANA,10,0
8802,ERNST & YOUNG U.S. LLP,OTHER,2015,MARYLAND,17,0
8803,ERNST & YOUNG U.S. LLP,OTHER,2015,MASSACHUSETTS,180,1
8804,ERNST & YOUNG U.S. LLP,OTHER,2015,MICHIGAN,39,0
8805,ERNST & YOUNG U.S. LLP,OTHER,2015,MINNESOTA,37,0
8806,ERNST & YOUNG U.S. LLP,OTHER,2015,MISSOURI,34,1
8807,ERNST & YOUNG U.S. LLP,OTHER,2015,NEBRASKA,2,0
8808,ERNST & YOUNG U.S. LLP,OTHER,2015,NEVADA,4,0
8809,ERNST & YOUNG U.S. LLP,OTHER,2015,NEW JERSEY,141,1
8810,ERNST & YOUNG U.S. LLP,OTHER,2015,NEW MEXICO,1,0
8811,ERNST & YOUNG U.S. LLP,OTHER,2015,NEW YORK,1112,9
8812,ERNST & YOUNG U.S. LLP,OTHER,2015,NORTH CAROLINA,87,0
8813,ERNST & YOUNG U.S. LLP,OTHER,2015,OHIO,157,1
8814,ERNST & YOUNG U.S. LLP,OTHER,2015,OKLAHOMA,14,0
8815,ERNST & YOUNG U.S. LLP,OTHER,2015,OREGON,4,0
8816,ERNST & YOUNG U.S. LLP,OTHER,2015,PENNSYLVANIA,110,1
8817,ERNST & YOUNG U.S. LLP,OTHER,2015,RHODE ISLAND,6,0
8818,ERNST & YOUNG U.S. LLP,OTHER,2015,SOUTH CAROLINA,3,0
8819,ERNST & YOUNG U.S. LLP,OTHER,2015,TENNESSEE,21,0
8820,ERNST & YOUNG U.S. LLP,OTHER,2015,TEXAS,425,2
8821,ERNST & YOUNG U.S. LLP,OTHER,2015,UTAH,4,0
8822,ERNST & YOUNG U.S. LLP,OTHER,2015,VIRGINIA,127,2
8823,ERNST & YOUNG U.S. LLP,OTHER,2015,WASHINGTON,27,1
8824,ERNST & YOUNG U.S. LLP,OTHER,2015,WEST VIRGINIA,1,0
8825,ERNST & YOUNG U.S. LLP,OTHER,2015,WISCONSIN,13,0
8826,ERNST & YOUNG U.S. LLP,OTHER,2016,ALABAMA,23,0
8827,ERNST & YOUNG U.S. LLP,OTHER,2016,ARIZONA,34,0
8828,ERNST & YOUNG U.S. LLP,OTHER,2016,ARKANSAS,3,0
8829,ERNST & YOUNG U.S. LLP,OTHER,2016,CALIFORNIA,867,9
8830,ERNST & YOUNG U.S. LLP,OTHER,2016,COLORADO,7,0
8831,ERNST & YOUNG U.S. LLP,OTHER,2016,CONNECTICUT,65,2
8832,ERNST & YOUNG U.S. LLP,OTHER,2016,DELAWARE,27,0
8833,ERNST & YOUNG U.S. LLP,OTHER,2016,DISTRICT OF COLUMBIA,24,0
8834,ERNST & YOUNG U.S. LLP,OTHER,2016,FLORIDA,113,0
8835,ERNST & YOUNG U.S. LLP,OTHER,2016,GEORGIA,146,0
8836,ERNST & YOUNG U.S. LLP,OTHER,2016,ILLINOIS,354,0
8837,ERNST & YOUNG U.S. LLP,OTHER,2016,INDIANA,17,0
8838,ERNST & YOUNG U.S. LLP,OTHER,2016,IOWA,9,0
8839,ERNST & YOUNG U.S. LLP,OTHER,2016,KANSAS,8,0
8840,ERNST & YOUNG U.S. LLP,OTHER,2016,KENTUCKY,8,0
8841,ERNST & YOUNG U.S. LLP,OTHER,2016,LOUISIANA,13,0
8842,ERNST & YOUNG U.S. LLP,OTHER,2016,MARYLAND,30,1
8843,ERNST & YOUNG U.S. LLP,OTHER,2016,MASSACHUSETTS,185,0
8844,ERNST & YOUNG U.S. LLP,OTHER,2016,MICHIGAN,71,2
8845,ERNST & YOUNG U.S. LLP,OTHER,2016,MINNESOTA,50,0
8846,ERNST & YOUNG U.S. LLP,OTHER,2016,MISSISSIPPI,5,0
8847,ERNST & YOUNG U.S. LLP,OTHER,2016,MISSOURI,47,1
8848,ERNST & YOUNG U.S. LLP,OTHER,2016,NEBRASKA,5,0
8849,ERNST & YOUNG U.S. LLP,OTHER,2016,NEVADA,7,0
8850,ERNST & YOUNG U.S. LLP,OTHER,2016,NEW JERSEY,147,3
8851,ERNST & YOUNG U.S. LLP,OTHER,2016,NEW MEXICO,1,0
8852,ERNST & YOUNG U.S. LLP,OTHER,2016,NEW YORK,998,15
8853,ERNST & YOUNG U.S. LLP,OTHER,2016,NORTH CAROLINA,137,1
8854,ERNST & YOUNG U.S. LLP,OTHER,2016,OHIO,133,1
8855,ERNST & YOUNG U.S. LLP,OTHER,2016,OKLAHOMA,16,0
8856,ERNST & YOUNG U.S. LLP,OTHER,2016,OREGON,7,0
8857,ERNST & YOUNG U.S. LLP,OTHER,2016,PENNSYLVANIA,115,0
8858,ERNST & YOUNG U.S. LLP,OTHER,2016,RHODE ISLAND,8,0
8859,ERNST & YOUNG U.S. LLP,OTHER,2016,SOUTH CAROLINA,3,0
8860,ERNST & YOUNG U.S. LLP,OTHER,2016,SOUTH DAKOTA,1,0
8861,ERNST & YOUNG U.S. LLP,OTHER,2016,TENNESSEE,36,0
8862,ERNST & YOUNG U.S. LLP,OTHER,2016,TEXAS,451,3
8863,ERNST & YOUNG U.S. LLP,OTHER,2016,UTAH,2,0
8864,ERNST & YOUNG U.S. LLP,OTHER,2016,VIRGINIA,165,4
8865,ERNST & YOUNG U.S. LLP,OTHER,2016,WASHINGTON,58,2
8866,ERNST & YOUNG U.S. LLP,OTHER,2016,WISCONSIN,24,0
8867,ERNST & YOUNG U.S. LLP,PROFESSOR/RESEARCHER,2014,NEW YORK,1,0
8868,ESPANOLA PUBLIC SCHOOLS,OTHER,2011,NEW MEXICO,1,1
8869,ESPANOLA PUBLIC SCHOOLS,OTHER,2012,NEW MEXICO,17,0
8870,ESPANOLA PUBLIC SCHOOLS,OTHER,2013,NEW MEXICO,17,0
8871,ESPANOLA PUBLIC SCHOOLS,OTHER,2014,NEW MEXICO,8,0
8872,ESPANOLA PUBLIC SCHOOLS,OTHER,2015,NEW MEXICO,14,0
8873,ESPANOLA PUBLIC SCHOOLS,OTHER,2016,NEW MEXICO,3,1
8874,"ESYSTEMS, INC.",BUSINESS ANALYST,2013,NEW JERSEY,2,0
8875,"ESYSTEMS, INC.",BUSINESS ANALYST,2016,ARKANSAS,2,0
8876,"ESYSTEMS, INC.",BUSINESS ANALYST,2016,NEW YORK,2,0
8877,"ESYSTEMS, INC.",DATABASE/DATA SCIENTIST/ANALYST,2013,ARKANSAS,1,0
8878,"ESYSTEMS, INC.",DATABASE/DATA SCIENTIST/ANALYST,2015,ARKANSAS,1,0
8879,"ESYSTEMS, INC.",DATABASE/DATA SCIENTIST/ANALYST,2016,ARKANSAS,1,1
8880,"ESYSTEMS, INC.",OTHER,2011,CALIFORNIA,1,0
8881,"ESYSTEMS, INC.",OTHER,2011,COLORADO,1,0
8882,"ESYSTEMS, INC.",OTHER,2011,NEW JERSEY,5,0
8883,"ESYSTEMS, INC.",OTHER,2012,NEW JERSEY,3,1
8884,"ESYSTEMS, INC.",OTHER,2013,ARKANSAS,2,0
8885,"ESYSTEMS, INC.",OTHER,2013,NEW JERSEY,4,0
8886,"ESYSTEMS, INC.",OTHER,2014,ARKANSAS,2,1
8887,"ESYSTEMS, INC.",OTHER,2015,ARKANSAS,2,0
8888,"ESYSTEMS, INC.",OTHER,2015,DISTRICT OF COLUMBIA,1,0
8889,"ESYSTEMS, INC.",OTHER,2016,ARKANSAS,11,3
8890,"ESYSTEMS, INC.",OTHER,2016,DISTRICT OF COLUMBIA,1,1
8891,"ESYSTEMS, INC.",OTHER,2016,MISSOURI,1,0
8892,"ESYSTEMS, INC.",OTHER,2016,NEW YORK,1,0
8893,"ESYSTEMS, INC.",OTHER,2016,NORTH CAROLINA,1,1
8894,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2011,CALIFORNIA,1,1
8895,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2011,CONNECTICUT,3,1
8896,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2011,INDIANA,2,1
8897,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2011,NEW JERSEY,27,6
8898,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2011,NEW YORK,1,0
8899,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2011,NORTH CAROLINA,6,1
8900,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2011,UTAH,1,0
8901,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2012,CALIFORNIA,1,0
8902,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2012,CONNECTICUT,1,0
8903,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2012,INDIANA,2,0
8904,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2012,MINNESOTA,1,0
8905,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2012,NEW JERSEY,16,0
8906,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2012,NORTH CAROLINA,4,0
8907,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2012,UTAH,1,0
8908,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2012,VIRGINIA,1,0
8909,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2012,WISCONSIN,1,0
8910,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2013,ARKANSAS,5,0
8911,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2013,CALIFORNIA,1,0
8912,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2013,NEW JERSEY,19,0
8913,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2014,ARKANSAS,24,1
8914,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2014,CALIFORNIA,2,0
8915,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2014,MASSACHUSETTS,1,1
8916,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2014,NEW JERSEY,39,5
8917,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2014,NEW YORK,3,0
8918,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2014,NORTH CAROLINA,1,0
8919,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2015,ARKANSAS,28,0
8920,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2015,DISTRICT OF COLUMBIA,3,0
8921,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2015,NEW JERSEY,7,1
8922,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2015,NEW YORK,2,2
8923,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2015,NORTH CAROLINA,1,0
8924,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2016,ARKANSAS,38,18
8925,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2016,CALIFORNIA,2,0
8926,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2016,DISTRICT OF COLUMBIA,2,1
8927,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2016,NEW JERSEY,2,9
8928,"ESYSTEMS, INC.",SOFTWARE DEVELOPMENT,2016,NORTH CAROLINA,6,1
8929,"EXPEDIA, INC.",ACCOUNTANT,2011,WASHINGTON,2,0
8930,"EXPEDIA, INC.",ACCOUNTANT,2013,WASHINGTON,1,1
8931,"EXPEDIA, INC.",ACCOUNTANT,2014,WASHINGTON,2,0
8932,"EXPEDIA, INC.",ACCOUNTANT,2015,WASHINGTON,1,0
8933,"EXPEDIA, INC.",BUSINESS ANALYST,2011,TEXAS,1,0
8934,"EXPEDIA, INC.",BUSINESS ANALYST,2013,WASHINGTON,3,0
8935,"EXPEDIA, INC.",BUSINESS ANALYST,2014,WASHINGTON,1,1
8936,"EXPEDIA, INC.",BUSINESS ANALYST,2015,WASHINGTON,6,0
8937,"EXPEDIA, INC.",BUSINESS ANALYST,2016,WASHINGTON,2,1
8938,"EXPEDIA, INC.",DATABASE/DATA SCIENTIST/ANALYST,2011,WASHINGTON,18,0
8939,"EXPEDIA, INC.",DATABASE/DATA SCIENTIST/ANALYST,2012,WASHINGTON,8,4
8940,"EXPEDIA, INC.",DATABASE/DATA SCIENTIST/ANALYST,2013,WASHINGTON,17,3
8941,"EXPEDIA, INC.",DATABASE/DATA SCIENTIST/ANALYST,2014,WASHINGTON,21,5
8942,"EXPEDIA, INC.",DATABASE/DATA SCIENTIST/ANALYST,2015,WASHINGTON,18,2
8943,"EXPEDIA, INC.",DATABASE/DATA SCIENTIST/ANALYST,2016,CALIFORNIA,1,0
8944,"EXPEDIA, INC.",DATABASE/DATA SCIENTIST/ANALYST,2016,ILLINOIS,1,0
8945,"EXPEDIA, INC.",DATABASE/DATA SCIENTIST/ANALYST,2016,WASHINGTON,25,4
8946,"EXPEDIA, INC.",OTHER,2011,WASHINGTON,45,0
8947,"EXPEDIA, INC.",OTHER,2012,CALIFORNIA,4,0
8948,"EXPEDIA, INC.",OTHER,2012,NEW YORK,2,0
8949,"EXPEDIA, INC.",OTHER,2012,TEXAS,1,0
8950,"EXPEDIA, INC.",OTHER,2012,WASHINGTON,42,6
8951,"EXPEDIA, INC.",OTHER,2013,CALIFORNIA,5,1
8952,"EXPEDIA, INC.",OTHER,2013,TEXAS,1,0
8953,"EXPEDIA, INC.",OTHER,2013,WASHINGTON,57,9
8954,"EXPEDIA, INC.",OTHER,2014,CALIFORNIA,3,3
8955,"EXPEDIA, INC.",OTHER,2014,DISTRICT OF COLUMBIA,1,0
8956,"EXPEDIA, INC.",OTHER,2014,TEXAS,3,0
8957,"EXPEDIA, INC.",OTHER,2014,WASHINGTON,62,24
8958,"EXPEDIA, INC.",OTHER,2015,CALIFORNIA,3,1
8959,"EXPEDIA, INC.",OTHER,2015,NEW YORK,2,0
8960,"EXPEDIA, INC.",OTHER,2015,TEXAS,9,2
8961,"EXPEDIA, INC.",OTHER,2015,WASHINGTON,71,18
8962,"EXPEDIA, INC.",OTHER,2016,CALIFORNIA,9,4
8963,"EXPEDIA, INC.",OTHER,2016,ILLINOIS,9,1
8964,"EXPEDIA, INC.",OTHER,2016,TEXAS,6,1
8965,"EXPEDIA, INC.",OTHER,2016,WASHINGTON,98,26
8966,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2011,CALIFORNIA,1,0
8967,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2011,MISSOURI,1,0
8968,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2011,WASHINGTON,68,5
8969,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2012,CALIFORNIA,4,0
8970,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2012,WASHINGTON,52,6
8971,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2013,CALIFORNIA,3,0
8972,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2013,WASHINGTON,82,10
8973,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2014,CALIFORNIA,6,1
8974,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2014,WASHINGTON,113,25
8975,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2015,CALIFORNIA,13,0
8976,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2015,MICHIGAN,1,0
8977,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2015,TEXAS,2,0
8978,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2015,WASHINGTON,76,20
8979,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2016,CALIFORNIA,3,2
8980,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2016,ILLINOIS,12,1
8981,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2016,MINNESOTA,1,0
8982,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2016,TEXAS,2,0
8983,"EXPEDIA, INC.",SOFTWARE DEVELOPMENT,2016,WASHINGTON,94,18
8984,"EXPERIS US, INC.",BUSINESS ANALYST,2011,MISSOURI,1,0
8985,"EXPERIS US, INC.",BUSINESS ANALYST,2012,ARIZONA,1,1
8986,"EXPERIS US, INC.",BUSINESS ANALYST,2012,CALIFORNIA,1,0
8987,"EXPERIS US, INC.",BUSINESS ANALYST,2012,FLORIDA,1,0
8988,"EXPERIS US, INC.",BUSINESS ANALYST,2012,MARYLAND,1,0
8989,"EXPERIS US, INC.",BUSINESS ANALYST,2012,NEW YORK,1,0
8990,"EXPERIS US, INC.",BUSINESS ANALYST,2012,OHIO,1,0
8991,"EXPERIS US, INC.",BUSINESS ANALYST,2013,CALIFORNIA,6,0
8992,"EXPERIS US, INC.",BUSINESS ANALYST,2013,FLORIDA,1,0
8993,"EXPERIS US, INC.",BUSINESS ANALYST,2013,MISSOURI,2,0
8994,"EXPERIS US, INC.",BUSINESS ANALYST,2013,NEW YORK,1,0
8995,"EXPERIS US, INC.",BUSINESS ANALYST,2014,CALIFORNIA,6,0
8996,"EXPERIS US, INC.",BUSINESS ANALYST,2014,MISSOURI,1,0
8997,"EXPERIS US, INC.",BUSINESS ANALYST,2014,NEW YORK,1,0
8998,"EXPERIS US, INC.",BUSINESS ANALYST,2015,ALABAMA,2,0
8999,"EXPERIS US, INC.",BUSINESS ANALYST,2015,ARIZONA,2,0
9000,"EXPERIS US, INC.",BUSINESS ANALYST,2015,CALIFORNIA,14,0
9001,"EXPERIS US, INC.",BUSINESS ANALYST,2015,COLORADO,4,0
9002,"EXPERIS US, INC.",BUSINESS ANALYST,2015,DELAWARE,2,0
9003,"EXPERIS US, INC.",BUSINESS ANALYST,2015,FLORIDA,8,0
9004,"EXPERIS US, INC.",BUSINESS ANALYST,2015,GEORGIA,2,0
9005,"EXPERIS US, INC.",BUSINESS ANALYST,2015,IDAHO,2,0
9006,"EXPERIS US, INC.",BUSINESS ANALYST,2015,ILLINOIS,4,0
9007,"EXPERIS US, INC.",BUSINESS ANALYST,2015,INDIANA,2,0
9008,"EXPERIS US, INC.",BUSINESS ANALYST,2015,IOWA,2,0
9009,"EXPERIS US, INC.",BUSINESS ANALYST,2015,KANSAS,4,0
9010,"EXPERIS US, INC.",BUSINESS ANALYST,2015,KENTUCKY,2,0
9011,"EXPERIS US, INC.",BUSINESS ANALYST,2015,MARYLAND,6,0
9012,"EXPERIS US, INC.",BUSINESS ANALYST,2015,MASSACHUSETTS,2,0
9013,"EXPERIS US, INC.",BUSINESS ANALYST,2015,MICHIGAN,4,0
9014,"EXPERIS US, INC.",BUSINESS ANALYST,2015,MINNESOTA,4,0
9015,"EXPERIS US, INC.",BUSINESS ANALYST,2015,MISSOURI,2,0
9016,"EXPERIS US, INC.",BUSINESS ANALYST,2015,NEBRASKA,3,0
9017,"EXPERIS US, INC.",BUSINESS ANALYST,2015,NEVADA,2,0
9018,"EXPERIS US, INC.",BUSINESS ANALYST,2015,NEW JERSEY,3,0
9019,"EXPERIS US, INC.",BUSINESS ANALYST,2015,NEW YORK,7,0
9020,"EXPERIS US, INC.",BUSINESS ANALYST,2015,NORTH CAROLINA,5,0
9021,"EXPERIS US, INC.",BUSINESS ANALYST,2015,OHIO,5,0
9022,"EXPERIS US, INC.",BUSINESS ANALYST,2015,OKLAHOMA,4,0
9023,"EXPERIS US, INC.",BUSINESS ANALYST,2015,OREGON,2,0
9024,"EXPERIS US, INC.",BUSINESS ANALYST,2015,PENNSYLVANIA,4,0
9025,"EXPERIS US, INC.",BUSINESS ANALYST,2015,TENNESSEE,2,0
9026,"EXPERIS US, INC.",BUSINESS ANALYST,2015,TEXAS,10,0
9027,"EXPERIS US, INC.",BUSINESS ANALYST,2015,VIRGINIA,2,0
9028,"EXPERIS US, INC.",BUSINESS ANALYST,2015,WASHINGTON,2,0
9029,"EXPERIS US, INC.",BUSINESS ANALYST,2015,WISCONSIN,2,0
9030,"EXPERIS US, INC.",BUSINESS ANALYST,2016,CALIFORNIA,2,0
9031,"EXPERIS US, INC.",BUSINESS ANALYST,2016,COLORADO,4,0
9032,"EXPERIS US, INC.",CONSULTANT,2012,CALIFORNIA,3,0
9033,"EXPERIS US, INC.",CONSULTANT,2012,MICHIGAN,1,0
9034,"EXPERIS US, INC.",CONSULTANT,2012,WISCONSIN,1,0
9035,"EXPERIS US, INC.",CONSULTANT,2013,NEW JERSEY,1,0
9036,"EXPERIS US, INC.",DATABASE/DATA SCIENTIST/ANALYST,2012,CALIFORNIA,2,0
9037,"EXPERIS US, INC.",DATABASE/DATA SCIENTIST/ANALYST,2012,DELAWARE,1,0
9038,"EXPERIS US, INC.",DATABASE/DATA SCIENTIST/ANALYST,2012,GEORGIA,4,0
9039,"EXPERIS US, INC.",DATABASE/DATA SCIENTIST/ANALYST,2012,NORTH CAROLINA,1,0
9040,"EXPERIS US, INC.",DATABASE/DATA SCIENTIST/ANALYST,2012,TEXAS,4,0
9041,"EXPERIS US, INC.",DATABASE/DATA SCIENTIST/ANALYST,2013,ARIZONA,1,0
9042,"EXPERIS US, INC.",DATABASE/DATA SCIENTIST/ANALYST,2013,CALIFORNIA,4,0
9043,"EXPERIS US, INC.",DATABASE/DATA SCIENTIST/ANALYST,2013,DELAWARE,1,0
9044,"EXPERIS US, INC.",DATABASE/DATA SCIENTIST/ANALYST,2013,DISTRICT OF COLUMBIA,2,0
9045,"EXPERIS US, INC.",DATABASE/DATA SCIENTIST/ANALYST,2013,GEORGIA,3,1
9046,"EXPERIS US, INC.",DATABASE/DATA SCIENTIST/ANALYST,2013,IDAHO,1,0
9047,"EXPERIS US, INC.",DATABASE/DATA SCIENTIST/ANALYST,2013,MISSOURI,1,0
9048,"EXPERIS US, INC.",DATABASE/DATA SCIENTIST/ANALYST,2013,NEW JERSEY,1,0
9049,"EXPERIS US, INC.",DATABASE/DATA SCIENTIST/ANALYST,2013,TEXAS,4,0
